Achieved_Revenue,Optimal_Revenue,Difference,Run_Number
79956.0,111726.0,28.4,1140
76542.0,109950.0,30.4,1141
77160.0,111348.0,30.7,1142
75264.0,104706.0,28.1,1143
46272.0,47448.0,2.5,1144
73896.0,98520.0,25.0,1145
76380.0,95556.0,20.1,1146
81720.0,110190.0,25.8,1147
74544.0,109044.0,31.6,1148
76596.0,89376.0,14.3,1149
98418.0,112020.0,12.1,1150
79218.0,120000.0,34.0,1151
77268.0,102774.0,24.8,1152
84210.0,118440.0,28.9,1153
74448.0,81360.0,8.5,1154
74064.0,101622.0,27.1,1155
72324.0,72876.0,0.8,1156
83196.0,120000.0,30.7,1157
77496.0,112284.0,31.0,1158
75768.0,101628.0,25.4,1159
73560.0,87780.0,16.2,1160
77352.0,110922.0,30.3,1161
78072.0,120000.0,34.9,1162
73656.0,89328.0,17.5,1163
73296.0,77256.0,5.1,1164
73584.0,74700.0,1.5,1165
75228.0,98592.0,23.7,1166
76608.0,96792.0,20.9,1167
73896.0,96948.0,23.8,1168
86628.0,119160.0,27.3,1169
73680.0,86940.0,15.3,1170
80928.0,114636.0,29.4,1171
81036.0,82302.0,1.5,1172
74832.0,116856.0,36.0,1173
73848.0,99162.0,25.5,1174
75144.0,82356.0,8.8,1175
74892.0,105750.0,29.2,1176
80052.0,116148.0,31.1,1177
89970.0,95460.0,5.8,1178
80160.0,105972.0,24.4,1179
77520.0,115578.0,32.9,1180
77028.0,97692.0,21.2,1181
78996.0,89328.0,11.6,1182
80556.0,99072.0,18.7,1183
77610.0,96708.0,19.7,1184
78528.0,98064.0,19.9,1185
81624.0,116346.0,29.8,1186
74706.0,77760.0,3.9,1187
83040.0,106206.0,21.8,1188
77610.0,113868.0,31.8,1189
74280.0,97488.0,23.8,1190
66588.0,70332.0,5.3,1191
75342.0,81144.0,7.2,1192
84600.0,105762.0,20.0,1193
81744.0,120000.0,31.9,1194
74346.0,75744.0,1.8,1195
96240.0,116904.0,17.7,1196
76344.0,109890.0,30.5,1197
79236.0,104418.0,24.1,1198
58392.0,59244.0,1.4,1199
100620.0,120000.0,16.2,1200
76476.0,100608.0,24.0,1201
75744.0,79548.0,4.8,1202
75816.0,96768.0,21.7,1203
75384.0,83100.0,9.3,1204
76680.0,105954.0,27.6,1205
82944.0,120000.0,30.9,1206
74724.0,78252.0,4.5,1207
76512.0,85212.0,10.2,1208
78768.0,99204.0,20.6,1209
73800.0,93084.0,20.7,1210
78792.0,102966.0,23.5,1211
81006.0,119238.0,32.1,1212
74952.0,85788.0,12.6,1213
87084.0,109650.0,20.6,1214
83724.0,120000.0,30.2,1215
75720.0,120000.0,36.9,1216
80832.0,108822.0,25.7,1217
80226.0,105810.0,24.2,1218
78996.0,97884.0,19.3,1219
94956.0,113190.0,16.1,1220
93984.0,119520.0,21.4,1221
77448.0,103086.0,24.9,1222
74688.0,111498.0,33.0,1223
79056.0,106848.0,26.0,1224
81696.0,97692.0,16.4,1225
73848.0,99432.0,25.7,1226
73656.0,87156.0,15.5,1227
76080.0,102468.0,25.8,1228
76008.0,110784.0,31.4,1229
66468.0,70608.0,5.9,1230
76080.0,95304.0,20.2,1231
73968.0,102000.0,27.5,1232
78264.0,113736.0,31.2,1233
75288.0,91032.0,17.3,1234
79908.0,112914.0,29.2,1235
74136.0,101952.0,27.3,1236
74856.0,115086.0,35.0,1237
83640.0,104004.0,19.6,1238
71904.0,73248.0,1.8,1239
74880.0,114996.0,34.9,1240
76524.0,113358.0,32.5,1241
79500.0,91476.0,13.1,1242
75120.0,80412.0,6.6,1243
70248.0,71160.0,1.3,1244
75936.0,101688.0,25.3,1245
76614.0,100158.0,23.5,1246
77754.0,101388.0,23.3,1247
79128.0,120000.0,34.1,1248
75972.0,82236.0,7.6,1249
73896.0,98706.0,25.1,1250
74112.0,102150.0,27.4,1251
82098.0,110508.0,25.7,1252
77160.0,110310.0,30.1,1253
78192.0,98946.0,21.0,1254
76830.0,90480.0,15.1,1255
75264.0,97596.0,22.9,1256
74136.0,104280.0,28.9,1257
76812.0,115242.0,33.3,1258
73656.0,88824.0,17.1,1259
74904.0,82584.0,9.3,1260
80484.0,109710.0,26.6,1261
78672.0,88392.0,11.0,1262
78888.0,107112.0,26.3,1263
75120.0,118848.0,36.8,1264
73728.0,88980.0,17.1,1265
77658.0,107898.0,28.0,1266
81156.0,103650.0,21.7,1267
84420.0,108642.0,22.3,1268
74256.0,97734.0,24.0,1269
73992.0,101016.0,26.8,1270
79086.0,92832.0,14.8,1271
74712.0,111672.0,33.1,1272
74940.0,76032.0,1.4,1273
88392.0,115122.0,23.2,1274
78402.0,101286.0,22.6,1275
76770.0,92280.0,16.8,1276
76134.0,103956.0,26.8,1277
73464.0,79740.0,7.9,1278
82194.0,111318.0,26.2,1279
80376.0,113634.0,29.3,1280
73992.0,103656.0,28.6,1281
74568.0,109194.0,31.7,1282
78912.0,109338.0,27.8,1283
75396.0,107742.0,30.0,1284
75414.0,79632.0,5.3,1285
81438.0,85008.0,4.2,1286
75324.0,87996.0,14.4,1287
73704.0,94896.0,22.3,1288
83688.0,109656.0,23.7,1289
80880.0,94428.0,14.3,1290
78558.0,91788.0,14.4,1291
57708.0,63396.0,9.0,1292
75732.0,91896.0,17.6,1293
79302.0,100314.0,20.9,1294
81708.0,110934.0,26.3,1295
75528.0,96924.0,22.1,1296
74208.0,107580.0,31.0,1297
80064.0,89424.0,10.5,1298
73728.0,99924.0,26.2,1299
76332.0,102048.0,25.2,1300
64476.0,64476.0,0.0,1301
75096.0,85116.0,11.8,1302
74688.0,109146.0,31.6,1303
78588.0,105594.0,25.6,1304
73656.0,91200.0,19.2,1305
88062.0,117312.0,24.9,1306
75378.0,92928.0,18.9,1307
52620.0,54996.0,4.3,1308
77730.0,105852.0,26.6,1309
74976.0,94212.0,20.4,1310
81504.0,119100.0,31.6,1311
77472.0,105402.0,26.5,1312
64602.0,69072.0,6.5,1313
75552.0,81048.0,6.8,1314
82674.0,114678.0,27.9,1315
77718.0,117966.0,34.1,1316
75948.0,111360.0,31.8,1317
45600.0,46464.0,1.9,1318
74784.0,115482.0,35.2,1319
83442.0,86244.0,3.2,1320
79248.0,106176.0,25.4,1321
78024.0,101502.0,23.1,1322
82386.0,113076.0,27.1,1323
67800.0,67800.0,0.0,1324
73896.0,89802.0,17.7,1325
79362.0,109866.0,27.8,1326
82968.0,114558.0,27.6,1327
73752.0,85326.0,13.6,1328
77634.0,88428.0,12.2,1329
74262.0,99756.0,25.6,1330
76830.0,112710.0,31.8,1331
79044.0,120000.0,34.1,1332
78780.0,91224.0,13.6,1333
78936.0,101418.0,22.2,1334
77472.0,100842.0,23.2,1335
87750.0,111792.0,21.5,1336
74856.0,111348.0,32.8,1337
81756.0,86040.0,5.0,1338
89148.0,98460.0,9.5,1339
85062.0,113658.0,25.2,1340
74280.0,106182.0,30.0,1341
79620.0,120000.0,33.7,1342
78216.0,110520.0,29.2,1343
82326.0,118314.0,30.4,1344
81480.0,109410.0,25.5,1345
76584.0,101040.0,24.2,1346
79536.0,107322.0,25.9,1347
80244.0,105126.0,23.7,1348
63684.0,66240.0,3.9,1349
85554.0,120000.0,28.7,1350
63576.0,70896.0,10.3,1351
85794.0,94404.0,9.1,1352
73362.0,75576.0,2.9,1353
78624.0,120000.0,34.5,1354
74568.0,104676.0,28.8,1355
80352.0,84180.0,4.5,1356
86874.0,112680.0,22.9,1357
82008.0,110130.0,25.5,1358
73704.0,91632.0,19.6,1359
74616.0,104400.0,28.5,1360
80028.0,111822.0,28.4,1361
71232.0,71232.0,0.0,1362
86496.0,103404.0,16.4,1363
55674.0,60948.0,8.7,1364
75792.0,105360.0,28.1,1365
78744.0,104622.0,24.7,1366
86370.0,113664.0,24.0,1367
73824.0,99306.0,25.7,1368
77556.0,87684.0,11.6,1369
81486.0,111522.0,26.9,1370
74520.0,106176.0,29.8,1371
77076.0,113226.0,31.9,1372
75204.0,92916.0,19.1,1373
77292.0,107622.0,28.2,1374
73584.0,82812.0,11.1,1375
87858.0,107346.0,18.2,1376
74592.0,114066.0,34.6,1377
74676.0,76056.0,1.8,1378
73872.0,98970.0,25.4,1379
51672.0,52620.0,1.8,1380
74760.0,115170.0,35.1,1381
75204.0,76368.0,1.5,1382
78852.0,99828.0,21.0,1383
77364.0,107616.0,28.1,1384
74064.0,100818.0,26.5,1385
74280.0,104790.0,29.1,1386
66876.0,68352.0,2.2,1387
77454.0,98712.0,21.5,1388
74568.0,96936.0,23.1,1389
81492.0,105198.0,22.5,1390
74280.0,75618.0,1.8,1391
75516.0,99066.0,23.8,1392
53472.0,55272.0,3.3,1393
84642.0,120000.0,29.5,1394
75144.0,115506.0,34.9,1395
78444.0,120000.0,34.6,1396
77100.0,112950.0,31.7,1397
78432.0,119052.0,34.1,1398
78444.0,120000.0,34.6,1399
60300.0,64944.0,7.2,1400
78864.0,90708.0,13.1,1401
73326.0,77052.0,4.8,1402
75360.0,120000.0,37.2,1403
76560.0,90300.0,15.2,1404
81732.0,102426.0,20.2,1405
62022.0,63840.0,2.8,1406
84336.0,119400.0,29.4,1407
51120.0,53244.0,4.0,1408
75876.0,115134.0,34.1,1409
76596.0,89736.0,14.6,1410
81684.0,90444.0,9.7,1411
78624.0,104952.0,25.1,1412
73728.0,94944.0,22.3,1413
81678.0,89724.0,9.0,1414
83016.0,113004.0,26.5,1415
76350.0,94368.0,19.1,1416
81948.0,113412.0,27.7,1417
75000.0,117612.0,36.2,1418
71346.0,74196.0,3.8,1419
79332.0,103794.0,23.6,1420
74544.0,109056.0,31.6,1421
79764.0,102138.0,21.9,1422
77016.0,82332.0,6.5,1423
91596.0,120000.0,23.7,1424
77664.0,90744.0,14.4,1425
41736.0,43740.0,4.6,1426
90408.0,120000.0,24.7,1427
88836.0,120000.0,26.0,1428
77568.0,116196.0,33.2,1429
86016.0,104928.0,18.0,1430
78696.0,111918.0,29.7,1431
73896.0,95796.0,22.9,1432
78924.0,109800.0,28.1,1433
88026.0,120000.0,26.6,1434
76002.0,97686.0,22.2,1435
76356.0,90744.0,15.9,1436
82446.0,95508.0,13.7,1437
78246.0,109584.0,28.6,1438
73350.0,74844.0,2.0,1439
76272.0,99306.0,23.2,1440
74448.0,110874.0,32.9,1441
74856.0,113622.0,34.1,1442
74256.0,99384.0,25.3,1443
32376.0,32376.0,0.0,1444
79260.0,105690.0,25.0,1445
75048.0,120000.0,37.5,1446
80796.0,104574.0,22.7,1447
75096.0,116808.0,35.7,1448
80016.0,97704.0,18.1,1449
76884.0,78732.0,2.3,1450
80526.0,93132.0,13.5,1451
74544.0,109656.0,32.0,1452
75240.0,120000.0,37.3,1453
74304.0,103320.0,28.1,1454
80028.0,112716.0,29.0,1455
77700.0,104040.0,25.3,1456
79608.0,120000.0,33.7,1457
76530.0,79536.0,3.8,1458
79992.0,85728.0,6.7,1459
73656.0,84756.0,13.1,1460
75768.0,75768.0,0.0,1461
80058.0,101070.0,20.8,1462
76980.0,83256.0,7.5,1463
75492.0,75516.0,0.0,1464
73824.0,91176.0,19.0,1465
80184.0,116334.0,31.1,1466
74112.0,103812.0,28.6,1467
85686.0,103290.0,17.0,1468
78828.0,108270.0,27.2,1469
74520.0,105468.0,29.3,1470
76488.0,107424.0,28.8,1471
75780.0,106656.0,28.9,1472
79182.0,105810.0,25.2,1473
29640.0,30240.0,2.0,1474
80334.0,109848.0,26.9,1475
75192.0,80136.0,6.2,1476
75240.0,86784.0,13.3,1477
75456.0,96432.0,21.8,1478
80496.0,103674.0,22.4,1479
74448.0,110730.0,32.8,1480
74760.0,84420.0,11.4,1481
77712.0,111822.0,30.5,1482
82374.0,91032.0,9.5,1483
78996.0,107694.0,26.6,1484
76200.0,89172.0,14.5,1485
90012.0,104232.0,13.6,1486
76740.0,115536.0,33.6,1487
78060.0,109122.0,28.5,1488
74160.0,103566.0,28.4,1489
77856.0,93924.0,17.1,1490
78294.0,93822.0,16.6,1491
76920.0,91296.0,15.7,1492
76392.0,104880.0,27.2,1493
75912.0,96960.0,21.7,1494
74184.0,103494.0,28.3,1495
79656.0,89160.0,10.7,1496
83190.0,110808.0,24.9,1497
77460.0,83604.0,7.3,1498
78396.0,120000.0,34.7,1499
75288.0,83052.0,9.3,1500
86700.0,120000.0,27.8,1501
75894.0,90360.0,16.0,1502
76296.0,89256.0,14.5,1503
81108.0,103296.0,21.5,1504
73512.0,81474.0,9.8,1505
78318.0,90396.0,13.4,1506
73632.0,84612.0,13.0,1507
76104.0,120000.0,36.6,1508
76176.0,93144.0,18.2,1509
73560.0,84840.0,13.3,1510
81120.0,99036.0,18.1,1511
52728.0,53484.0,1.4,1512
77592.0,105792.0,26.7,1513
83232.0,100932.0,17.5,1514
78900.0,102414.0,23.0,1515
80814.0,97530.0,17.1,1516
74412.0,78192.0,4.8,1517
74448.0,106992.0,30.4,1518
78318.0,102870.0,23.9,1519
74592.0,81156.0,8.1,1520
77280.0,105222.0,26.6,1521
83724.0,93096.0,10.1,1522
75264.0,99588.0,24.4,1523
50700.0,50700.0,0.0,1524
76548.0,104298.0,26.6,1525
78348.0,108930.0,28.1,1526
77556.0,87288.0,11.1,1527
36504.0,37032.0,1.4,1528
76020.0,91416.0,16.8,1529
77556.0,112338.0,31.0,1530
73464.0,79068.0,7.1,1531
77328.0,112326.0,31.2,1532
73680.0,93996.0,21.6,1533
78300.0,104760.0,25.3,1534
73872.0,99834.0,26.0,1535
74064.0,100848.0,26.6,1536
82410.0,103980.0,20.7,1537
80490.0,105342.0,23.6,1538
72708.0,75840.0,4.1,1539
74400.0,87084.0,14.6,1540
79050.0,110838.0,28.7,1541
79308.0,107718.0,26.4,1542
73872.0,98292.0,24.8,1543
46116.0,48024.0,4.0,1544
73872.0,89724.0,17.7,1545
75720.0,98442.0,23.1,1546
77058.0,79704.0,3.3,1547
76326.0,101076.0,24.5,1548
76908.0,114102.0,32.6,1549
75264.0,118614.0,36.5,1550
76380.0,107940.0,29.2,1551
78540.0,118572.0,33.8,1552
76878.0,80412.0,4.4,1553
80412.0,108648.0,26.0,1554
73656.0,85152.0,13.5,1555
73944.0,97866.0,24.4,1556
79644.0,105240.0,24.3,1557
80664.0,100404.0,19.7,1558
78096.0,101910.0,23.4,1559
74736.0,114084.0,34.5,1560
73536.0,91428.0,19.6,1561
85848.0,120000.0,28.5,1562
73992.0,93966.0,21.3,1563
76068.0,100638.0,24.4,1564
74472.0,100548.0,25.9,1565
82134.0,88020.0,6.7,1566
81066.0,91458.0,11.4,1567
75906.0,84672.0,10.4,1568
78900.0,120000.0,34.3,1569
74784.0,110592.0,32.4,1570
80790.0,112236.0,28.0,1571
74256.0,76596.0,3.1,1572
77016.0,104406.0,26.2,1573
77190.0,90660.0,14.9,1574
77616.0,89856.0,13.6,1575
74496.0,106608.0,30.1,1576
74688.0,112362.0,33.5,1577
75504.0,102540.0,26.4,1578
76968.0,114588.0,32.8,1579
79728.0,86502.0,7.8,1580
4956.0,5004.0,1.0,1581
74616.0,110238.0,32.3,1582
86574.0,113514.0,23.7,1583
28962.0,31860.0,9.1,1584
79836.0,98598.0,19.0,1585
82518.0,111246.0,25.8,1586
77748.0,98880.0,21.4,1587
73896.0,94722.0,22.0,1588
78768.0,100950.0,22.0,1589
79092.0,98370.0,19.6,1590
74352.0,106152.0,30.0,1591
82656.0,102780.0,19.6,1592
78216.0,118092.0,33.8,1593
70230.0,72912.0,3.7,1594
63600.0,64296.0,1.1,1595
74496.0,108624.0,31.4,1596
81258.0,104556.0,22.3,1597
77304.0,87732.0,11.9,1598
79368.0,103350.0,23.2,1599
73656.0,93636.0,21.3,1600
74592.0,109416.0,31.8,1601
75396.0,86952.0,13.3,1602
82284.0,96864.0,15.1,1603
74184.0,101754.0,27.1,1604
61356.0,64272.0,4.5,1605
76008.0,102384.0,25.8,1606
81294.0,98304.0,17.3,1607
76800.0,102366.0,25.0,1608
77736.0,78384.0,0.8,1609
74328.0,108144.0,31.3,1610
81432.0,110424.0,26.3,1611
56886.0,60960.0,6.7,1612
83490.0,101868.0,18.0,1613
78786.0,87876.0,10.3,1614
87558.0,119100.0,26.5,1615
64662.0,68772.0,6.0,1616
73608.0,85056.0,13.5,1617
75120.0,116466.0,35.5,1618
81384.0,107388.0,24.2,1619
74256.0,102870.0,27.8,1620
76968.0,104634.0,26.4,1621
83586.0,94332.0,11.4,1622
81036.0,94956.0,14.7,1623
71676.0,74400.0,3.7,1624
82548.0,104700.0,21.2,1625
74856.0,118980.0,37.1,1626
76932.0,109326.0,29.6,1627
74112.0,103500.0,28.4,1628
76656.0,106056.0,27.7,1629
74520.0,111114.0,32.9,1630
85830.0,113454.0,24.3,1631
77574.0,84258.0,7.9,1632
85038.0,118176.0,28.0,1633
90444.0,110208.0,17.9,1634
77472.0,107652.0,28.0,1635
85392.0,115446.0,26.0,1636
67020.0,71376.0,6.1,1637
79704.0,107628.0,25.9,1638
61236.0,64368.0,4.9,1639
74280.0,106812.0,30.5,1640
73608.0,82770.0,11.1,1641
78798.0,103902.0,24.2,1642
74448.0,108612.0,31.5,1643
78000.0,103560.0,24.7,1644
73872.0,98100.0,24.7,1645
74808.0,116022.0,35.5,1646
80508.0,104010.0,22.6,1647
77640.0,97848.0,20.7,1648
82536.0,103914.0,20.6,1649
74904.0,118080.0,36.6,1650
73656.0,91056.0,19.1,1651
82908.0,101418.0,18.3,1652
84528.0,113808.0,25.7,1653
79248.0,103908.0,23.7,1654
83232.0,120000.0,30.6,1655
82572.0,106710.0,22.6,1656
74718.0,81840.0,8.7,1657
75048.0,97020.0,22.6,1658
76872.0,111396.0,31.0,1659
73776.0,94824.0,22.2,1660
81240.0,120000.0,32.3,1661
76704.0,105882.0,27.6,1662
74088.0,98400.0,24.7,1663
76854.0,87300.0,12.0,1664
80340.0,88812.0,9.5,1665
83460.0,110550.0,24.5,1666
75648.0,100860.0,25.0,1667
69336.0,70308.0,1.4,1668
74040.0,100200.0,26.1,1669
89520.0,105546.0,15.2,1670
81192.0,117816.0,31.1,1671
74568.0,113268.0,34.2,1672
80754.0,110352.0,26.8,1673
83400.0,104922.0,20.5,1674
93024.0,117762.0,21.0,1675
76116.0,107718.0,29.3,1676
80250.0,120000.0,33.1,1677
74136.0,98478.0,24.7,1678
78468.0,120000.0,34.6,1679
88422.0,108210.0,18.3,1680
79488.0,82788.0,4.0,1681
76512.0,107250.0,28.7,1682
74448.0,108168.0,31.2,1683
75648.0,100548.0,24.8,1684
80472.0,102720.0,21.7,1685
73344.0,78096.0,6.1,1686
75648.0,120000.0,37.0,1687
76104.0,109074.0,30.2,1688
75288.0,98262.0,23.4,1689
75546.0,100668.0,25.0,1690
75108.0,90984.0,17.4,1691
77628.0,93648.0,17.1,1692
75240.0,96972.0,22.4,1693
79104.0,95436.0,17.1,1694
73296.0,73632.0,0.5,1695
77826.0,84780.0,8.2,1696
76032.0,100338.0,24.2,1697
79104.0,108690.0,27.2,1698
55536.0,55536.0,0.0,1699
77628.0,96840.0,19.8,1700
75408.0,119256.0,36.8,1701
75360.0,79698.0,5.4,1702
80040.0,99072.0,19.2,1703
74868.0,85560.0,12.5,1704
73800.0,79278.0,6.9,1705
83466.0,112854.0,26.0,1706
74136.0,103086.0,28.1,1707
75816.0,96060.0,21.1,1708
80394.0,109410.0,26.5,1709
74568.0,110412.0,32.5,1710
73656.0,94200.0,21.8,1711
80220.0,102180.0,21.5,1712
75534.0,83280.0,9.3,1713
82656.0,100494.0,17.8,1714
79008.0,83340.0,5.2,1715
74616.0,110664.0,32.6,1716
74748.0,82032.0,8.9,1717
74868.0,88416.0,15.3,1718
79740.0,111978.0,28.8,1719
92586.0,113700.0,18.6,1720
80232.0,120000.0,33.1,1721
77376.0,101712.0,23.9,1722
83184.0,104202.0,20.2,1723
74052.0,78900.0,6.1,1724
50076.0,50076.0,0.0,1725
70572.0,72084.0,2.1,1726
78102.0,114780.0,32.0,1727
74976.0,118878.0,36.9,1728
18768.0,18984.0,1.1,1729
79662.0,94140.0,15.4,1730
76380.0,83220.0,8.2,1731
74256.0,100854.0,26.4,1732
75180.0,87624.0,14.2,1733
77310.0,82848.0,6.7,1734
81528.0,116808.0,30.2,1735
78024.0,107916.0,27.7,1736
80034.0,90600.0,11.7,1737
74544.0,103608.0,28.1,1738
78156.0,101892.0,23.3,1739
73920.0,100092.0,26.1,1740
74382.0,80040.0,7.1,1741
75288.0,88404.0,14.8,1742
82182.0,104766.0,21.6,1743
77892.0,101562.0,23.3,1744
76968.0,106578.0,27.8,1745
76854.0,100764.0,23.7,1746
75354.0,106218.0,29.1,1747
51216.0,51216.0,0.0,1748
77700.0,114984.0,32.4,1749
78360.0,105228.0,25.5,1750
74064.0,100770.0,26.5,1751
75864.0,109020.0,30.4,1752
77592.0,98340.0,21.1,1753
75000.0,119880.0,37.4,1754
77700.0,105624.0,26.4,1755
82860.0,96312.0,14.0,1756
75192.0,120000.0,37.3,1757
73848.0,93204.0,20.8,1758
73920.0,98388.0,24.9,1759
77136.0,105468.0,26.9,1760
81156.0,99978.0,18.8,1761
73224.0,74538.0,1.8,1762
89790.0,108708.0,17.4,1763
73512.0,84468.0,13.0,1764
77256.0,107988.0,28.5,1765
81228.0,110550.0,26.5,1766
74616.0,111396.0,33.0,1767
74256.0,98778.0,24.8,1768
76914.0,84552.0,9.0,1769
76224.0,91938.0,17.1,1770
85836.0,100914.0,14.9,1771
76080.0,98886.0,23.1,1772
75102.0,93564.0,19.7,1773
74328.0,86148.0,13.7,1774
83562.0,120000.0,30.4,1775
78948.0,111288.0,29.1,1776
30420.0,32136.0,5.3,1777
64854.0,69624.0,6.9,1778
80088.0,81312.0,1.5,1779
73848.0,97812.0,24.5,1780
77064.0,97350.0,20.8,1781
85644.0,113616.0,24.6,1782
75660.0,97626.0,22.5,1783
75636.0,97590.0,22.5,1784
69168.0,69816.0,0.9,1785
85440.0,87648.0,2.5,1786
82704.0,99702.0,17.0,1787
74520.0,102792.0,27.5,1788
74808.0,120000.0,37.7,1789
79068.0,116754.0,32.3,1790
90852.0,120000.0,24.3,1791
75744.0,96468.0,21.5,1792
73704.0,97338.0,24.3,1793
76746.0,104664.0,26.7,1794
77220.0,112638.0,31.4,1795
77268.0,99504.0,22.3,1796
75480.0,93096.0,18.9,1797
78612.0,111510.0,29.5,1798
80556.0,97608.0,17.5,1799
73824.0,97464.0,24.3,1800
79392.0,108690.0,27.0,1801
84432.0,110532.0,23.6,1802
76668.0,110874.0,30.9,1803
76884.0,107916.0,28.8,1804
86472.0,120000.0,27.9,1805
67356.0,68088.0,1.1,1806
73440.0,75204.0,2.3,1807
65484.0,66756.0,1.9,1808
77520.0,110262.0,29.7,1809
76752.0,97206.0,21.0,1810
79512.0,120000.0,33.7,1811
73332.0,74568.0,1.7,1812
60108.0,61296.0,1.9,1813
75348.0,83940.0,10.2,1814
78978.0,120000.0,34.2,1815
74472.0,102996.0,27.7,1816
74496.0,109800.0,32.2,1817
73824.0,91056.0,18.9,1818
73416.0,87072.0,15.7,1819
81576.0,101412.0,19.6,1820
74040.0,99390.0,25.5,1821
78672.0,117582.0,33.1,1822
75192.0,90108.0,16.6,1823
78000.0,120000.0,35.0,1824
81012.0,110370.0,26.6,1825
75984.0,101340.0,25.0,1826
77220.0,95460.0,19.1,1827
37836.0,38772.0,2.4,1828
80568.0,96588.0,16.6,1829
74904.0,119280.0,37.2,1830
82176.0,105588.0,22.2,1831
77832.0,91392.0,14.8,1832
77214.0,78984.0,2.2,1833
77400.0,113658.0,31.9,1834
76656.0,104370.0,26.6,1835
79062.0,89628.0,11.8,1836
80490.0,84660.0,4.9,1837
74736.0,84708.0,11.8,1838
77088.0,79092.0,2.5,1839
57096.0,57096.0,0.0,1840
76224.0,104256.0,26.9,1841
78510.0,101724.0,22.8,1842
76896.0,116928.0,34.2,1843
75198.0,82728.0,9.1,1844
78816.0,111510.0,29.3,1845
82104.0,111990.0,26.7,1846
78324.0,87624.0,10.6,1847
74730.0,99252.0,24.7,1848
86244.0,115548.0,25.4,1849
83568.0,120000.0,30.4,1850
73128.0,74988.0,2.5,1851
91404.0,101748.0,10.2,1852
76488.0,111300.0,31.3,1853
73992.0,94848.0,22.0,1854
77598.0,92580.0,16.2,1855
79056.0,107292.0,26.3,1856
75210.0,84300.0,10.8,1857
75384.0,120000.0,37.2,1858
86688.0,113688.0,23.7,1859
75240.0,94854.0,20.7,1860
75612.0,103656.0,27.1,1861
77304.0,105666.0,26.8,1862
77076.0,113376.0,32.0,1863
77424.0,114810.0,32.6,1864
76560.0,101334.0,24.4,1865
80988.0,100800.0,19.7,1866
74568.0,114636.0,35.0,1867
81744.0,98730.0,17.2,1868
76524.0,107658.0,28.9,1869
70596.0,73800.0,4.3,1870
82206.0,101076.0,18.7,1871
74436.0,75888.0,1.9,1872
77616.0,79668.0,2.6,1873
73728.0,92964.0,20.7,1874
78924.0,103434.0,23.7,1875
78444.0,112014.0,30.0,1876
74892.0,82740.0,9.5,1877
77838.0,79824.0,2.5,1878
73464.0,81936.0,10.3,1879
74028.0,81468.0,9.1,1880
75048.0,111960.0,33.0,1881
74352.0,108942.0,31.8,1882
77688.0,102942.0,24.5,1883
78774.0,92418.0,14.8,1884
83160.0,112878.0,26.3,1885
80892.0,105240.0,23.1,1886
78324.0,119460.0,34.4,1887
83580.0,113208.0,26.2,1888
79086.0,102600.0,22.9,1889
75900.0,97038.0,21.8,1890
74760.0,112212.0,33.4,1891
81336.0,116130.0,30.0,1892
80148.0,110154.0,27.2,1893
79560.0,120000.0,33.7,1894
76200.0,96288.0,20.9,1895
76080.0,94548.0,19.5,1896
80460.0,108684.0,26.0,1897
80268.0,108720.0,26.2,1898
81732.0,98946.0,17.4,1899
86568.0,106542.0,18.7,1900
64320.0,66540.0,3.3,1901
84192.0,114756.0,26.6,1902
74868.0,76368.0,2.0,1903
73368.0,79488.0,7.7,1904
73776.0,96888.0,23.9,1905
73680.0,82392.0,10.6,1906
81840.0,91776.0,10.8,1907
84720.0,102120.0,17.0,1908
92256.0,118752.0,22.3,1909
81390.0,120000.0,32.2,1910
79536.0,120000.0,33.7,1911
81948.0,119760.0,31.6,1912
78156.0,120000.0,34.9,1913
74568.0,112518.0,33.7,1914
78756.0,97872.0,19.5,1915
92490.0,120000.0,22.9,1916
76560.0,98448.0,22.2,1917
71088.0,71088.0,0.0,1918
77376.0,84216.0,8.1,1919
83424.0,104880.0,20.5,1920
74376.0,103284.0,28.0,1921
79188.0,89088.0,11.1,1922
87378.0,113094.0,22.7,1923
75564.0,99552.0,24.1,1924
74304.0,104310.0,28.8,1925
74856.0,82992.0,9.8,1926
77016.0,117510.0,34.5,1927
78474.0,92328.0,15.0,1928
76932.0,112212.0,31.4,1929
83628.0,112188.0,25.5,1930
77640.0,83304.0,6.8,1931
80550.0,90438.0,10.9,1932
75660.0,105954.0,28.6,1933
73776.0,95124.0,22.4,1934
79860.0,99012.0,19.3,1935
78756.0,93036.0,15.3,1936
87042.0,106500.0,18.3,1937
75180.0,98484.0,23.7,1938
74400.0,104568.0,28.9,1939
79044.0,101532.0,22.1,1940
74712.0,112848.0,33.8,1941
75540.0,89580.0,15.7,1942
77904.0,96576.0,19.3,1943
91176.0,118488.0,23.1,1944
73368.0,90768.0,19.2,1945
74826.0,100878.0,25.8,1946
81060.0,108390.0,25.2,1947
78312.0,116988.0,33.1,1948
76224.0,79968.0,4.7,1949
78948.0,108690.0,27.4,1950
78582.0,120000.0,34.5,1951
73296.0,74250.0,1.3,1952
73992.0,98016.0,24.5,1953
74112.0,100494.0,26.3,1954
48636.0,48636.0,0.0,1955
80880.0,102978.0,21.5,1956
78528.0,79116.0,0.7,1957
82116.0,112380.0,26.9,1958
75564.0,88344.0,14.5,1959
73752.0,93576.0,21.2,1960
